Sample	Assembler	Length_ratio
NCTC13251	miniasm	101.33
NCTC13251	miniasm	101.622
NCTC13251	miniasm	103.547
NCTC13251	miniasm	110.486
NCTC13251	miniasm	99.044
NCTC13251	miniasm	97.0363
NCTC13251	miniasm	99.2352
NCTC13251	miniasm	102.746
NCTC13251	miniasm	103.799
NCTC13251	miniasm	99.2403
NCTC13251	miniasm	99.8093
NCTC13251	miniasm	101.804
NCTC13251	miniasm	103.721
NCTC13251	miniasm	97.8158
NCTC13251	miniasm	99.5252
NCTC13251	miniasm	103.897
NCTC13251	miniasm	99.8102
NCTC13251	miniasm	109.668
NCTC13251	miniasm	101.905
NCTC13251	miniasm	107.89
NCTC13251	miniasm	100.19
NCTC13251	miniasm	116.046
NCTC13251	miniasm	102.984
NCTC13251	miniasm	97.2644
NCTC13251	miniasm	103.524
NCTC13251	miniasm	101.33
NCTC13251	miniasm	101.899
NCTC13251	miniasm	106.831
NCTC13251	miniasm	99.9049
NCTC13251	miniasm	98.1818
NCTC13251	miniasm	102.281
NCTC13251	miniasm	96.8571
NCTC13251	miniasm	102.195
NCTC13251	miniasm	103.327
NCTC13251	miniasm	96.3947
NCTC13251	miniasm	102.955
NCTC13251	miniasm	102.579
NCTC13251	miniasm	98.0038
NCTC13251	miniasm	104.753
NCTC13251	miniasm	102.365
NCTC13251	miniasm	102.77
NCTC13251	miniasm	98.5714
NCTC13251	miniasm	104.091
NCTC13251	miniasm	101.087
NCTC13251	miniasm	105.288
NCTC13251	miniasm	102.5
NCTC13251	miniasm	109.733
NCTC13251	miniasm	102.955
NCTC13251	miniasm	103.143
NCTC13251	miniasm	102.385
NCTC13251	miniasm	99.9046
NCTC13251	miniasm	94.4719
NCTC13251	miniasm	108.588
NCTC13251	miniasm	102.767
NCTC13251	miniasm	101.246
NCTC13251	miniasm	98.9331
NCTC13251	miniasm	102.86
NCTC13251	miniasm	105.043
NCTC13251	miniasm	101.144
NCTC13251	miniasm	95.8049
NCTC13251	miniasm	107.156
NCTC13251	miniasm	100.095
NCTC13251	miniasm	106.679
NCTC13251	miniasm	105.344
NCTC13251	miniasm	101.527
NCTC13251	miniasm	97.1983
NCTC13251	miniasm	105.905
NCTC13251	miniasm	103.629
NCTC13251	miniasm	101.9
NCTC13251	miniasm	108.404
NCTC13251	miniasm	105.849
NCTC13251	miniasm	105.238
NCTC13251	miniasm	110.23
NCTC13251	miniasm	103.916
NCTC13251	miniasm	103.438
NCTC13251	miniasm	105.253
NCTC13251	miniasm	103.333
NCTC13251	miniasm	102.679
NCTC13251	miniasm	107.832
NCTC13251	miniasm	100.573
NCTC13251	miniasm	109.779
NCTC13251	miniasm	98.5531
NCTC13251	miniasm	100.382
NCTC13251	miniasm	99.0503
NCTC13251	miniasm	102.314
NCTC13251	miniasm	105.922
NCTC13251	miniasm	95.4242
NCTC13251	miniasm	101.05
NCTC13251	miniasm	99.8088
NCTC13251	miniasm	102.115
NCTC13251	miniasm	99.6176
NCTC13251	miniasm	107.603
NCTC13251	miniasm	100.382
NCTC13251	miniasm	109.501
NCTC13251	miniasm	102.961
NCTC13251	miniasm	106.731
NCTC13251	miniasm	105.263
NCTC13251	miniasm	104.971
NCTC13251	miniasm	103.908
NCTC13251	miniasm	108.23
NCTC13251	miniasm	102.716
NCTC13251	miniasm	106.48
NCTC13251	miniasm	102.964
NCTC13251	miniasm	103.056
NCTC13251	miniasm	105.072
NCTC13251	miniasm	105.359
NCTC13251	miniasm	99.9045
NCTC13251	miniasm	103.065
NCTC13251	miniasm	102.214
NCTC13251	miniasm	102.778
NCTC13251	miniasm	105.927
NCTC13251	miniasm	98.1801
NCTC13251	miniasm	103.846
NCTC13251	miniasm	100
NCTC13251	miniasm	101.836
NCTC13251	miniasm	103.495
NCTC13251	miniasm	100.77
NCTC13251	miniasm	101.636
NCTC13251	miniasm	100.593
NCTC13251	miniasm	100.292
NCTC13251	miniasm	106.064
NCTC13251	miniasm	104.423
NCTC13251	miniasm	102.002
NCTC13251	miniasm	106.389
NCTC13251	miniasm	108.244
NCTC13251	miniasm	104.399
NCTC13251	miniasm	99.6063
NCTC13251	miniasm	105.458
NCTC13251	miniasm	93.7561
NCTC13251	miniasm	104.084
NCTC13251	miniasm	103.441
NCTC13251	miniasm	109.251
NCTC13251	miniasm	93.0493
NCTC13251	miniasm	102.125
NCTC13251	miniasm	101.877
NCTC13251	miniasm	100.917
NCTC13251	miniasm	102.818
NCTC13251	miniasm	99.3446
NCTC13251	miniasm	100.754
NCTC13251	miniasm	106.421
NCTC13251	miniasm	108.594
NCTC13251	miniasm	102.354
NCTC13251	miniasm	104.972
NCTC13251	miniasm	103.659
NCTC13251	miniasm	100.66
NCTC13251	miniasm	101.401
NCTC13251	miniasm	105
NCTC13251	miniasm	107.369
NCTC13251	miniasm	110.15
NCTC13251	miniasm	101.033
NCTC13251	miniasm	93.762
NCTC13251	miniasm	103.777
NCTC13251	miniasm	95.2963
NCTC13251	miniasm	103.592
NCTC13251	miniasm	101.789
NCTC13251	miniasm	108.679
NCTC13251	miniasm	101.894
NCTC13251	miniasm	105.744
NCTC13251	miniasm	100.96
NCTC13251	miniasm	103.962
NCTC13251	miniasm	102.087
NCTC13251	miniasm	101.239
NCTC13251	miniasm	100.096
NCTC13251	miniasm	103.784
NCTC13251	miniasm	103.214
NCTC13251	miniasm	98.492
NCTC13251	miniasm	103.396
NCTC13251	miniasm	99.8111
NCTC13251	miniasm	109.641
NCTC13251	miniasm	101.994
NCTC13251	miniasm	103.5
NCTC13251	miniasm	106.149
NCTC13251	miniasm	98.2922
NCTC13251	miniasm	102.284
NCTC13251	miniasm	105.46
NCTC13251	miniasm	101.42
NCTC13251	miniasm	107.102
NCTC13251	miniasm	97.2727
NCTC13251	miniasm	110.025
NCTC13251	miniasm	101.242
NCTC13251	miniasm	95.8095
NCTC13251	miniasm	102.844
NCTC13251	miniasm	99.053
NCTC13251	miniasm	99.4313
NCTC13251	miniasm	103.774
NCTC13251	miniasm	99.8095
NCTC13251	miniasm	105.492
NCTC13251	miniasm	101.321
NCTC13251	miniasm	103.746
NCTC13251	miniasm	102.669
NCTC13251	miniasm	102.657
NCTC13251	miniasm	102.562
NCTC13251	miniasm	101.328
NCTC13251	miniasm	104.472
NCTC13251	miniasm	101.327
NCTC13251	miniasm	103.544
NCTC13251	miniasm	110.486
NCTC13251	miniasm	96.9668
NCTC13251	miniasm	104.645
NCTC13251	miniasm	102.751
NCTC13251	miniasm	99.2417
NCTC13251	miniasm	97.8846
NCTC13251	miniasm	99.5265
NCTC13251	miniasm	102.372
NCTC13251	miniasm	107.882
NCTC13251	miniasm	102.981
NCTC13251	miniasm	101.896
NCTC13251	miniasm	105.359
NCTC13251	miniasm	99.7107
NCTC13251	miniasm	104.459
NCTC13251	miniasm	101.24
NCTC13251	miniasm	101.706
NCTC13251	miniasm	106.775
NCTC13251	miniasm	102.746
NCTC13251	miniasm	102.767
NCTC13251	miniasm	107.347
NCTC13251	miniasm	102.299
NCTC13251	miniasm	103.629
NCTC13251	miniasm	103.465
NCTC13251	miniasm	95.0617
NCTC13251	miniasm	106.622
NCTC13251	miniasm	102.374
NCTC13251	miniasm	104.008
NCTC13251	miniasm	98.8561
NCTC13251	miniasm	101.613
NCTC13251	miniasm	103.605
NCTC13251	miniasm	102.863
NCTC13251	miniasm	103.039
NCTC13251	miniasm	103.036
NCTC13251	miniasm	107.312
NCTC13251	miniasm	104.843
NCTC13251	miniasm	107.89
NCTC13251	miniasm	104.08
NCTC13251	miniasm	100.475
NCTC13251	miniasm	101.803
NCTC13251	miniasm	107.211
NCTC13251	miniasm	100.943
NCTC13251	miniasm	98.1007
NCTC13251	miniasm	104.004
NCTC13251	miniasm	100.478
NCTC13251	miniasm	103.425
NCTC13251	miniasm	103.7
NCTC13251	miniasm	103.462
NCTC13251	miniasm	103.897
NCTC13251	miniasm	99.8092
NCTC13251	miniasm	101.182
NCTC13251	miniasm	102.281
NCTC13251	miniasm	102.958
NCTC13251	miniasm	103.226
NCTC13251	miniasm	100.096
NCTC13251	miniasm	107.204
NCTC13251	miniasm	106.87
NCTC13251	miniasm	99.6128
NCTC13251	miniasm	116.046
NCTC13251	miniasm	99.6183
NCTC13251	miniasm	98.777
NCTC13251	miniasm	96.425
NCTC13251	miniasm	103.609
NCTC13251	miniasm	104.589
NCTC13251	miniasm	104.175
NCTC13251	miniasm	99.905
NCTC13251	miniasm	97.056
NCTC13251	miniasm	96.833
NCTC13251	miniasm	102.197
NCTC13251	miniasm	103.343
NCTC13251	miniasm	96.3706
NCTC13251	miniasm	102.871
NCTC13251	miniasm	102.579
NCTC13251	miniasm	97.8988
NCTC13251	miniasm	104.753
NCTC13251	miniasm	102.767
NCTC13251	miniasm	98.5673
NCTC13251	miniasm	105.922
NCTC13251	miniasm	100.095
NCTC13251	miniasm	104.948
NCTC13251	miniasm	105.263
NCTC13251	miniasm	102.19
NCTC13251	miniasm	105.933
NCTC13251	miniasm	103.835
NCTC13251	miniasm	100.29
NCTC13251	miniasm	99.0458
NCTC13251	miniasm	97.2013
NCTC13251	miniasm	100.095
NCTC13251	miniasm	102.5
NCTC13251	miniasm	109.733
NCTC13251	miniasm	102.958
NCTC13251	miniasm	103.149
NCTC13251	miniasm	97.6099
NCTC13251	miniasm	99.9047
NCTC13251	miniasm	94.4719
NCTC13251	miniasm	108.549
NCTC13251	miniasm	102.687
NCTC13251	miniasm	98.9331
NCTC13251	miniasm	102.576
NCTC13251	miniasm	101.145
NCTC13251	miniasm	95.8049
NCTC13251	miniasm	106.679
NCTC13251	miniasm	104.897
NCTC13251	miniasm	101.813
NCTC13251	miniasm	101.525
NCTC13251	miniasm	103.629
NCTC13251	miniasm	101.9
NCTC13251	miniasm	108.675
NCTC13251	miniasm	99.6183
NCTC13251	miniasm	103.435
NCTC13251	miniasm	96.3426
NCTC13251	miniasm	105.248
NCTC13251	miniasm	102.687
NCTC13251	miniasm	107.692
NCTC13251	miniasm	100.571
NCTC13251	miniasm	109.789
NCTC13251	miniasm	98.5531
NCTC13251	miniasm	100.479
NCTC13251	miniasm	99.0458
NCTC13251	miniasm	105.854
NCTC13251	miniasm	101.051
NCTC13251	miniasm	99.809
NCTC13251	miniasm	108.44
NCTC13251	miniasm	99.6158
NCTC13251	miniasm	107.603
NCTC13251	miniasm	100.382
NCTC13251	miniasm	109.51
NCTC13251	miniasm	106.731
NCTC13251	miniasm	105.263
NCTC13251	miniasm	104.967
NCTC13251	miniasm	103.927
NCTC13251	miniasm	108.222
NCTC13251	miniasm	102.716
NCTC13251	miniasm	102.967
NCTC13251	miniasm	102.981
NCTC13251	miniasm	103.059
NCTC13251	miniasm	103.062
NCTC13251	miniasm	102.214
NCTC13251	miniasm	102.775
NCTC13251	miniasm	105.944
NCTC13251	miniasm	102.835
NCTC13251	miniasm	101.622
NCTC13251	miniasm	104.55
NCTC13251	miniasm	100.77
NCTC13251	miniasm	101.635
NCTC13251	miniasm	100.593
NCTC13251	miniasm	106.058
NCTC13251	miniasm	104.432
NCTC13251	miniasm	102.023
NCTC13251	miniasm	106.383
NCTC13251	miniasm	99.9026
NCTC13251	miniasm	105.453
NCTC13251	miniasm	94.1
NCTC13251	miniasm	104.084
NCTC13251	miniasm	103.438
NCTC13251	miniasm	109.212
NCTC13251	miniasm	93.0649
NCTC13251	miniasm	102.119
NCTC13251	miniasm	101.874
NCTC13251	miniasm	100.926
NCTC13251	miniasm	104.704
NCTC13251	miniasm	104.139
NCTC13251	miniasm	99.9055
NCTC13251	miniasm	95.0897
NCTC13251	miniasm	109.211
NCTC13251	miniasm	103.592
NCTC13251	miniasm	103.425
NCTC13251	miniasm	101.23
NCTC13251	miniasm	102.547
NCTC13251	miniasm	102.652
NCTC13251	miniasm	102.919
NCTC13251	miniasm	100.095
NCTC13251	miniasm	102.955
NCTC13251	miniasm	101.705
NCTC13251	miniasm	102.944
NCTC13251	miniasm	103.791
NCTC13251	miniasm	102.961
NCTC13251	miniasm	102.841
NCTC13251	miniasm	98.1818
NCTC13251	miniasm	106.089
NCTC13251	miniasm	103.22
NCTC13251	miniasm	104.072
NCTC13251	miniasm	101.327
NCTC13251	miniasm	103.981
NCTC13251	miniasm	103.34
NCTC13251	miniasm	102.372
NCTC13251	miniasm	99.4313
NCTC13251	miniasm	103.036
NCTC13251	miniasm	107.306
NCTC13251	miniasm	104.839
NCTC13251	miniasm	102.749
NCTC13251	miniasm	102.193
NCTC13251	miniasm	109.677
NCTC13251	miniasm	95.4198
NCTC13251	miniasm	100.19
NCTC13251	miniasm	106.167
NCTC13251	miniasm	101.05
NCTC13251	miniasm	100.095
NCTC13251	miniasm	105.243
NCTC13251	miniasm	99.7151
NCTC13251	miniasm	103.795
NCTC13251	miniasm	109.972
NCTC13251	miniasm	99.811
NCTC13251	miniasm	109.724
NCTC13251	miniasm	101.14
NCTC13251	miniasm	104.463
NCTC13251	miniasm	102.654
NCTC13251	miniasm	101.423
NCTC13251	miniasm	101.877
NCTC13251	miniasm	99.9047
NCTC13251	miniasm	97.0532
NCTC13251	miniasm	102.125
NCTC13251	miniasm	99.8101
NCTC13251	miniasm	105.253
NCTC13251	miniasm	103.065
NCTC13251	miniasm	101.614
NCTC13251	miniasm	105.458
NCTC13251	miniasm	101.145
NCTC13251	miniasm	105.228
NCTC13251	miniasm	104.649
NCTC13251	miniasm	101.636
NCTC13251	miniasm	103.039
NCTC13251	miniasm	107.075
NCTC13251	miniasm	104.084
NCTC13251	miniasm	103.795
NCTC13251	miniasm	103.416
NCTC13251	miniasm	99.241
NCTC13251	miniasm	100.475
NCTC13251	miniasm	101.804
NCTC13251	miniasm	107.217
NCTC13251	miniasm	100.855
NCTC13251	miniasm	101.519
NCTC13251	miniasm	105.793
NCTC13251	miniasm	106.667
NCTC13251	miniasm	104.753
NCTC13251	miniasm	106.389
NCTC13251	miniasm	98.5755
NCTC13251	miniasm	101.811
NCTC13251	miniasm	99.5261
NCTC13251	miniasm	100.57
NCTC13251	miniasm	101.525
NCTC13251	miniasm	102.778
NCTC13251	miniasm	99.0449
NCTC13251	miniasm	102.372
NCTC13251	miniasm	105.503
NCTC13251	miniasm	103.229
NCTC13251	miniasm	103.134
NCTC13251	miniasm	99.3352
NCTC13251	miniasm	98.7654
NCTC13251	miniasm	101.328
NCTC13251	miniasm	100
NCTC13251	miniasm	108.712
NCTC13251	miniasm	106.064
NCTC13251	miniasm	102.025
NCTC13251	miniasm	101.896
NCTC13251	miniasm	103.592
NCTC13251	miniasm	93.0493
NCTC13251	miniasm	104.971
NCTC13251	miniasm	103.927
NCTC13251	miniasm	100.77
NCTC13251	miniasm	96.4829
NCTC13251	miniasm	100.926
NCTC13251	miniasm	108.244
NCTC13251	miniasm	98.9544
NCTC13251	miniasm	103.626
NCTC13251	miniasm	103.897
NCTC13251	miniasm	102.281
NCTC13251	miniasm	107.867
NCTC13251	miniasm	105.263
NCTC13251	miniasm	98.2857
NCTC13251	miniasm	97.6122
NCTC13251	miniasm	101.24
NCTC13251	miniasm	108.65
NCTC13251	miniasm	103.235
NCTC13251	miniasm	103.425
NCTC13251	miniasm	99.8045
NCTC13251	miniasm	104.468
NCTC13251	miniasm	103.714
NCTC13251	miniasm	98.8506
NCTC13251	miniasm	103.75
NCTC13251	miniasm	102.464
NCTC13251	miniasm	103.554
NCTC13251	miniasm	100.479
NCTC13251	miniasm	107.817
NCTC13251	miniasm	102.767
NCTC13251	miniasm	102.664
NCTC13251	miniasm	102.292
NCTC13251	miniasm	101.24
NCTC13251	miniasm	101.622
NCTC13251	miniasm	106.775
NCTC13251	miniasm	100.573
NCTC13251	miniasm	102.767
NCTC13251	miniasm	107.347
NCTC13251	miniasm	95.8055
NCTC13251	miniasm	102.197
NCTC13251	miniasm	103.343
NCTC13251	miniasm	102.981
NCTC13251	miniasm	102.687
NCTC13251	miniasm	104.008
NCTC13251	miniasm	96.3706
NCTC13251	miniasm	110.486
NCTC13251	miniasm	102.579
NCTC13251	miniasm	104.976
NCTC13251	miniasm	97.8988
NCTC13251	miniasm	99.8093
NCTC13251	miniasm	105.273
NCTC13251	miniasm	99.6158
NCTC13251	miniasm	102.214
NCTC13251	miniasm	100.477
NCTC13251	miniasm	109.51
NCTC13251	miniasm	109.789
NCTC13251	miniasm	105.944
NCTC13251	miniasm	105.854
NCTC13251	miniasm	99.8092
NCTC13251	miniasm	101.908
NCTC13251	miniasm	107.252
NCTC13251	miniasm	106.87
NCTC13251	miniasm	99.6183
NCTC13251	miniasm	103.531
NCTC13251	miniasm	98.5673
NCTC13251	miniasm	103.854
NCTC13251	miniasm	105.837
NCTC13251	miniasm	102.197
NCTC13251	miniasm	103.629
NCTC13251	miniasm	102.687
NCTC13251	miniasm	102.115
NCTC13251	miniasm	103.629
NCTC13251	miniasm	106.731
NCTC13251	miniasm	116.046
NCTC13251	miniasm	100.86
NCTC13251	miniasm	106.654
NCTC13251	miniasm	108.541
NCTC13251	miniasm	104.55
NCTC13251	miniasm	102.871
NCTC13251	miniasm	99.0449
NCTC13251	miniasm	107.839
NCTC13251	miniasm	107.603
NCTC13251	miniasm	100.478
NCTC13251	miniasm	105.288
NCTC13251	miniasm	102.488
NCTC13251	miniasm	102.679
NCTC13251	miniasm	96.3426
NCTC13251	miniasm	102.214
NCTC13251	miniasm	101.147
NCTC13251	miniasm	96.833
NCTC13251	miniasm	103.541
NCTC13251	miniasm	106.48
NCTC13251	miniasm	101.146
NCTC13251	miniasm	105.449
NCTC13251	miniasm	100.096
NCTC13251	miniasm	103.462
NCTC13251	miniasm	103.465
NCTC13251	miniasm	102.882
NCTC13251	miniasm	97.8846
NCTC13251	miniasm	100.192
NCTC13251	miniasm	102.975
NCTC13251	miniasm	108.165
NCTC13251	miniasm	104.084
NCTC13251	miniasm	99.7107
NCTC13251	miniasm	99.0347
NCTC13251	miniasm	101.063
NCTC13251	miniasm	102.835
NCTC13251	miniasm	93.5984
NCTC13251	miniasm	95.8049
NCTC13251	miniasm	94.0661
NCTC13251	miniasm	108.44
NCTC13251	miniasm	100.593
NCTC13251	miniasm	104.897
NCTC13251	miniasm	94.499
NCTC13251	miniasm	102.66
NCTC13251	miniasm	101.089
NCTC13251	miniasm	96.425
NCTC13251	miniasm	97.2672
NCTC13251	miniasm	97.1983
NCTC13251	miniasm	103.746
NCTC13251	miniasm	98.4076
NCTC13251	miniasm	108.453
NCTC13251	miniasm	101.9
NCTC13251	miniasm	110.23
NCTC13251	miniasm	105.233
NCTC13251	miniasm	105.038
NCTC13251	miniasm	101.796
NCTC13251	miniasm	100.095
NCTC13251	miniasm	109.924
NCTC13251	miniasm	106.226
NCTC13251	miniasm	103.425
NCTC13251	miniasm	103.027
NCTC13251	miniasm	101.624
NCTC13251	miniasm	97.9107
NCTC13251	miniasm	102.379
NCTC13251	miniasm	95.3904
NCTC13251	miniasm	101.325
NCTC13251	miniasm	106.04
NCTC13251	miniasm	105.218
NCTC13251	miniasm	99.619
NCTC13251	miniasm	108.206
NCTC13251	miniasm	99.8093
NCTC13251	miniasm	101.868
NCTC13251	miniasm	99.9049
NCTC13251	miniasm	105.238
NCTC13251	miniasm	103.318
NCTC13251	miniasm	101.326
NCTC13251	miniasm	105.442
NCTC13251	miniasm	101.147
NCTC13251	miniasm	99.2424
NCTC13251	miniasm	103.431
NCTC13251	miniasm	103.693
NCTC13251	miniasm	103.314
NCTC13251	miniasm	99.428
NCTC13251	miniasm	102.019
NCTC13251	miniasm	102.277
NCTC13251	miniasm	104.447
NCTC13251	miniasm	103.059
NCTC13251	miniasm	99.0521
NCTC13251	miniasm	104.943
NCTC13251	miniasm	104.268
NCTC13251	miniasm	99.6183
NCTC13251	miniasm	99.0467
NCTC13251	miniasm	106.825
NCTC13251	miniasm	103.056
NCTC13251	miniasm	99.6209
NCTC13251	miniasm	108.667
NCTC13251	miniasm	101.896
NCTC13251	miniasm	99.905
NCTC13251	miniasm	103.912
NCTC13251	miniasm	103.435
NCTC13251	miniasm	101.139
NCTC13251	miniasm	99.9026
NCTC13251	miniasm	96.9783
NCTC13251	miniasm	102.122
NCTC13251	miniasm	99.8102
NCTC13251	miniasm	101.61
NCTC13251	miniasm	103.605
NCTC13251	miniasm	101.142
NCTC13251	miniasm	101.635
NCTC13251	miniasm	103.036
NCTC13251	miniasm	104.08
NCTC13251	miniasm	103.795
NCTC13251	miniasm	103.551
NCTC13251	miniasm	101.803
NCTC13251	miniasm	107.211
NCTC13251	miniasm	106.383
NCTC13251	miniasm	98.5769
NCTC13251	miniasm	99.5256
NCTC13251	miniasm	101.525
NCTC13251	miniasm	102.775
NCTC13251	miniasm	107.685
NCTC13251	miniasm	103.226
NCTC13251	miniasm	98.7666
NCTC13251	miniasm	93.0571
NCTC13251	miniasm	104.175
NCTC13251	miniasm	101.811
NCTC13251	miniasm	109.733
NCTC13251	miniasm	102.958
NCTC13251	miniasm	103.149
NCTC13251	miniasm	102.659
NCTC13251	miniasm	101.425
NCTC13251	miniasm	104.084
NCTC13251	miniasm	102.564
NCTC13251	miniasm	101.33
NCTC13251	miniasm	95.0617
NCTC13251	miniasm	102.967
NCTC13251	miniasm	104.432
NCTC13251	miniasm	102.374
NCTC13251	miniasm	102.576
NCTC13251	miniasm	102.863
NCTC13251	miniasm	99.4302
NCTC13251	miniasm	107.312
NCTC13251	miniasm	104.843
NCTC13251	miniasm	107.156
NCTC13251	miniasm	102.754
NCTC13251	miniasm	100.475
NCTC13251	miniasm	100.095
NCTC13251	miniasm	100.855
NCTC13251	miniasm	98.1043
NCTC13251	miniasm	105.793
NCTC13251	miniasm	106.679
NCTC13251	miniasm	104.816
NCTC13251	miniasm	101.813
NCTC13251	miniasm	100.382
NCTC13251	miniasm	102.19
NCTC13251	miniasm	109.632
NCTC13251	miniasm	105.932
NCTC13251	miniasm	101.051
NCTC13251	miniasm	103.609
NCTC13251	miniasm	103.927
NCTC13251	miniasm	100.77
NCTC13251	miniasm	96.7245
NCTC13251	miniasm	107.89
NCTC13251	miniasm	99.0458
NCTC13251	miniasm	103.629
NCTC13251	miniasm	103.886
NCTC13251	miniasm	102.281
NCTC13251	miniasm	107.89
NCTC13251	miniasm	105.263
NCTC13251	miniasm	98.2857
NCTC13251	miniasm	97.6099
NCTC13251	miniasm	101.333
NCTC13251	miniasm	108.658
NCTC13251	miniasm	103.343
NCTC13251	miniasm	103.425
NCTC13251	miniasm	104.476
NCTC13251	miniasm	103.711
NCTC13251	miniasm	98.8561
NCTC13251	miniasm	104.004
NCTC13251	miniasm	102.481
NCTC13251	miniasm	100.479
NCTC13251	miniasm	102.767
NCTC13251	miniasm	102.672
NCTC13251	miniasm	101.24
NCTC13251	miniasm	106.775
NCTC13251	miniasm	100.575
NCTC13251	miniasm	102.767
NCTC13251	miniasm	107.347
NCTC13251	miniasm	95.8015
NCTC13251	miniasm	102.197
NCTC13251	miniasm	102.981
NCTC13251	miniasm	102.687
NCTC13251	miniasm	104.008
NCTC13251	miniasm	96.3706
NCTC13251	miniasm	102.863
NCTC13251	miniasm	110.496
NCTC13251	miniasm	102.579
NCTC13251	miniasm	104.986
NCTC13251	miniasm	97.9068
NCTC13251	miniasm	99.8092
NCTC13251	miniasm	105.263
NCTC13251	miniasm	102.214
NCTC13251	miniasm	100.576
NCTC13251	miniasm	109.51
NCTC13251	miniasm	109.789
NCTC13251	miniasm	109.212
NCTC13251	miniasm	105.933
NCTC13251	miniasm	105.854
NCTC13251	miniasm	99.8092
NCTC13251	miniasm	101.907
NCTC13251	miniasm	102.958
NCTC13251	miniasm	107.252
NCTC13251	miniasm	103.531
NCTC13251	miniasm	98.5673
NCTC13251	miniasm	103.854
NCTC13251	miniasm	105.798
NCTC13251	miniasm	103.835
NCTC13251	miniasm	101.836
NCTC13251	miniasm	103.629
NCTC13251	miniasm	102.687
NCTC13251	miniasm	102.115
NCTC13251	miniasm	106.731
NCTC13251	miniasm	100.095
NCTC13251	miniasm	116.015
NCTC13251	miniasm	100.86
NCTC13251	miniasm	106.699
NCTC13251	miniasm	108.549
NCTC13251	miniasm	104.55
NCTC13251	miniasm	102.871
NCTC13251	miniasm	107.692
NCTC13251	miniasm	107.603
NCTC13251	miniasm	100.478
NCTC13251	miniasm	104.589
NCTC13251	miniasm	105.354
NCTC13251	miniasm	102.5
NCTC13251	miniasm	101.244
NCTC13251	miniasm	102.677
NCTC13251	miniasm	96.3426
NCTC13251	miniasm	102.299
NCTC13251	miniasm	96.765
NCTC13251	miniasm	103.547
NCTC13251	miniasm	106.622
NCTC13251	miniasm	101.152
NCTC13251	miniasm	105.476
NCTC13251	miniasm	100.292
NCTC13251	miniasm	103.465
NCTC13251	miniasm	102.716
NCTC13251	miniasm	100.29
NCTC13251	miniasm	102.984
NCTC13251	miniasm	104.084
NCTC13251	miniasm	99.7107
NCTC13251	miniasm	98.9331
NCTC13251	miniasm	101.064
NCTC13251	miniasm	102.835
NCTC13251	miniasm	99.6132
NCTC13251	miniasm	93.5984
NCTC13251	miniasm	95.8049
NCTC13251	miniasm	94.1
NCTC13251	miniasm	108.44
NCTC13251	miniasm	100.593
NCTC13251	miniasm	104.897
NCTC13251	miniasm	94.4719
NCTC13251	miniasm	102.66
NCTC13251	miniasm	101.181
NCTC13251	miniasm	96.425
NCTC13251	miniasm	97.2644
NCTC13251	miniasm	97.2013
NCTC13251	miniasm	103.752
NCTC13251	miniasm	98.5531
NCTC13251	miniasm	108.439
NCTC13251	miniasm	101.9
NCTC13251	miniasm	110.23
NCTC13251	miniasm	102.746
NCTC13251	miniasm	102.659
NCTC13251	miniasm	102.406
NCTC13251	miniasm	101.957
NCTC13251	miniasm	100.186
NCTC13251	miniasm	100.845
NCTC13251	miniasm	102.637
NCTC13251	miniasm	107.743
NCTC13251	miniasm	101.887
NCTC13251	miniasm	108.32
NCTC13251	miniasm	103.435
NCTC13251	miniasm	96.8985
NCTC13251	miniasm	96.5551
NCTC13251	miniasm	108.553
NCTC13251	miniasm	100.377
NCTC13251	miniasm	105.938
NCTC13251	miniasm	106.961
NCTC13251	miniasm	108.052
NCTC13251	miniasm	105.213
NCTC13251	miniasm	107.743
NCTC13251	miniasm	99.5296
NCTC13251	miniasm	108.617
NCTC13251	miniasm	93.6293
NCTC13251	miniasm	109.887
NCTC13251	miniasm	104.068
NCTC13251	miniasm	102.188
NCTC13251	miniasm	103.7
NCTC13251	miniasm	98.5822
NCTC13251	miniasm	103.477
NCTC13251	miniasm	103.22
NCTC13251	miniasm	102.879
NCTC13251	miniasm	102.188
NCTC13251	miniasm	104.463
NCTC13251	miniasm	101.322
NCTC13251	miniasm	99.527
NCTC13251	miniasm	97.1154
NCTC13251	miniasm	101.89
NCTC13251	miniasm	99.8117
NCTC13251	miniasm	102.654
NCTC13251	miniasm	102.559
NCTC13251	miniasm	103.679
NCTC13251	miniasm	101.232
NCTC13251	miniasm	102.978
NCTC13251	miniasm	103.791
NCTC13251	miniasm	103.746
NCTC13251	miniasm	105.47
NCTC13251	miniasm	101.243
NCTC13251	miniasm	101.423
NCTC13251	miniasm	101.328
NCTC13251	miniasm	101.063
NCTC13251	miniasm	95.8055
NCTC13251	miniasm	103.985
NCTC13251	miniasm	102.846
NCTC13251	miniasm	110.486
NCTC13251	miniasm	99.4307
NCTC13251	miniasm	104.623
NCTC13251	miniasm	107.116
NCTC13251	miniasm	102.751
NCTC13251	miniasm	103.861
NCTC13251	miniasm	103.412
NCTC13251	miniasm	99.2431
NCTC13251	miniasm	99.8093
NCTC13251	miniasm	97.8281
NCTC13251	miniasm	102.453
NCTC13251	miniasm	105.498
NCTC13251	miniasm	97.2672
NCTC13251	miniasm	101.318
NCTC13251	miniasm	100.093
NCTC13251	miniasm	102.488
NCTC13251	miniasm	101.139
NCTC13251	miniasm	99.7107
